,id,img,lable,text
10196,02365,hateful_memes/img/02365.png,0,"quick, which one is a bb gun? oops, too late . . . you're dead"
4327,28197,hateful_memes/img/28197.png,1,cheap shoes for sale.. pick up.... christchurch mosque
10809,65891,hateful_memes/img/65891.png,1,the most popular game genre here ... rpg
110,82197,hateful_memes/img/82197.png,0,quaden bayles is a little person from australia
11888,08943,hateful_memes/img/08943.png,0,myth: gingers don't have souls fact: gingers have completely natural red hair
9298,63985,hateful_memes/img/63985.png,1,i am not a racist i just don't appreciate being mouthed off to by farm equipment
5731,70123,hateful_memes/img/70123.png,1,when your boy starts suckin her cock anyways when you accidently pick up a tranny hooker
2917,48920,hateful_memes/img/48920.png,0,hello my lgbtq+ friends it's pride month so free shots for everyone!
12346,57340,hateful_memes/img/57340.png,0,the evolution of man
1515,49201,hateful_memes/img/49201.png,1,3.8 billion of them on earth. why isn't it clean yet?
11842,20871,hateful_memes/img/20871.png,0,birthday candle casting yes i can blow
11549,21846,hateful_memes/img/21846.png,0,nobody's taking away my gun rights
11346,32548,hateful_memes/img/32548.png,0,"when boys know how to cook one, turn on the gas"
10562,74863,hateful_memes/img/74863.png,1,blocking the couch in with the dishwasher outstanding move
2263,04683,hateful_memes/img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto"
7132,85690,hateful_memes/img/85690.png,0,mandatory vaccinations with no exemptions i do nazi the problem.....
6611,52018,hateful_memes/img/52018.png,1,"if being a racist means i don't want my country filled with radicalized 'refugees' from terrorist countries, attacking people in the street because of their religion, yelling <<death to infidels>>, stabbing dozens of bystanders with a butcher knife then i'm a racist"
11201,90275,hateful_memes/img/90275.png,1,when you max out intelligence and put nothing on agility
10512,13679,hateful_memes/img/13679.png,1,yessss muhammad fuck me like a 6 year old
893,59028,hateful_memes/img/59028.png,0,"the lawmakers known as ""the squad"""
1490,02416,hateful_memes/img/02416.png,0,how do you piss off a female archeologist? give her a used tampon and ask her what period it comes from
1850,60893,hateful_memes/img/60893.png,0,"busy, like a hive of bees, controlling what your family sees and edits all the news your hear so you'll know what to think and fear till all the truth there is, is gone. that is unless you stand, en masse. """
10382,10567,hateful_memes/img/10567.png,1,america first rag heads fuck you people trump 2020 you are the enemy of the people
7962,07935,hateful_memes/img/07935.png,0,"''did you know princess diana had dandruff?'' ''oh yes, yes, they found her head and shoulders on the dashboard''"
324,84302,hateful_memes/img/84302.png,0,why do we share more when these people are hurt but not these people
1215,48652,hateful_memes/img/48652.png,0,we can end racism if we end a race
2933,45836,hateful_memes/img/45836.png,0,abyssynian slaves in iron collars
4689,30957,hateful_memes/img/30957.png,1,30% of women should have just shut fuck up
9527,43928,hateful_memes/img/43928.png,1,orange jews 100% concentrated
8998,34219,hateful_memes/img/34219.png,1,when you're 2% of the population but 40% of all pedophiles
11503,89241,hateful_memes/img/89241.png,0,"""hey, do you want a sip?"""
12367,89317,hateful_memes/img/89317.png,0,hope on a rope it's what everyone's been waiting for!
12191,75108,hateful_memes/img/75108.png,0,share a coke with your dad
1129,92136,hateful_memes/img/92136.png,0,spot the difference
10830,95438,hateful_memes/img/95438.png,1,they're all fast. cause the slow ones are in jail
2918,06439,hateful_memes/img/06439.png,0,back to the... hall of fame 19th annual rock and roll
10970,98613,hateful_memes/img/98613.png,1,japanese citizen watches as nuke drops on the 9th of august 1945 (colorized)
3084,98523,hateful_memes/img/98523.png,1,that look when you find out your husband isn't coming home from the mosque
4588,69528,hateful_memes/img/69528.png,0,when you're broke af but still gotta buy christmas gifts
4304,79806,hateful_memes/img/79806.png,1,"when you ask them if they're having a seizure but they just spasm on the ground instead of answering you all right, then. keep your secrets"
2795,63871,hateful_memes/img/63871.png,1,you can be any gender you want if you are mentally ill
6275,36248,hateful_memes/img/36248.png,1,i heard you need a new tranny?
798,56328,hateful_memes/img/56328.png,1,made rice krispies way before kellogg's
734,35687,hateful_memes/img/35687.png,0,the most terrifying pirate :)
11720,04362,hateful_memes/img/04362.png,0,best thing about her bread?... you know shes gonna bake it with care!!!
2244,25368,hateful_memes/img/25368.png,1,when you suicide bomb an islamic mosque during a friday worship
178,65832,hateful_memes/img/65832.png,1,why love one but eat the other ? i don't get it
8678,73152,hateful_memes/img/73152.png,1,international women's day? bitch please back to kitchen
9501,69258,hateful_memes/img/69258.png,0,i'm really feeling it now
1174,79465,hateful_memes/img/79465.png,0,i went on a date blind date
9238,47391,hateful_memes/img/47391.png,0,when the cop sees a black kid
8692,16438,hateful_memes/img/16438.png,0,"i'm not inturupting anything personal, am i? yeah niles, we just eloped. i'm your new mom. well, i'll be a son of a bitch"
1831,84102,hateful_memes/img/84102.png,0,the definition of utter disgust in plain black and white
10129,38460,hateful_memes/img/38460.png,0,i told them to get chick fil a . but it was sunday
6784,18943,hateful_memes/img/18943.png,0,jack nicholson is a savage at lakers games when he sceams at the players
10065,58612,hateful_memes/img/58612.png,1,this is my neighborhood after the mexicans moved in. welcome to the future of america
1781,80512,hateful_memes/img/80512.png,1,"you can make jokes about anything, just not illegals that's crossing the border"
3201,72658,hateful_memes/img/72658.png,0,i'm not sorry
198,39607,hateful_memes/img/39607.png,1,those stupid basterds thought it was a real shower
11126,60217,hateful_memes/img/60217.png,1,what if he was the second coming of christ certainly would explain his issue with jewish people
4087,12675,hateful_memes/img/12675.png,0,always dtsy positive
5193,70624,hateful_memes/img/70624.png,0,how we see muslims how muslims see us
548,69421,hateful_memes/img/69421.png,1,when they laugh about your 9cm in the change room but they haven't seen your 9 mm yet
3339,67504,hateful_memes/img/67504.png,0,that moment you realize if you turn your head you're a dead man
11824,35401,hateful_memes/img/35401.png,0,never forget the history tyrants sowed
7231,38509,hateful_memes/img/38509.png,0,1947 something went... 2017... terribly right
7191,65703,hateful_memes/img/65703.png,0,this is result or war
7505,20615,hateful_memes/img/20615.png,0,"knock, knock. who's there not this bitch [ obviously ]"
2532,01392,hateful_memes/img/01392.png,0,hello jesus thanks for making a way!
6434,80365,hateful_memes/img/80365.png,0,when you see your girl with another man
2314,54790,hateful_memes/img/54790.png,0,what people do in the bedroom is not anyone else's business
9263,95062,hateful_memes/img/95062.png,1,when the cop sees a black kid
8919,57120,hateful_memes/img/57120.png,1,god will forgive you no matter what you've done sweet
10333,17348,hateful_memes/img/17348.png,0,what do you mean being funny isn't just saying hoes mad?
6286,57094,hateful_memes/img/57094.png,0,my local mosque is really going all out for gay pride this year
66,79012,hateful_memes/img/79012.png,0,a cop took away george floyd's ability to breathe
5127,05643,hateful_memes/img/05643.png,1,kids in africa wouldn't starve if they ate the flies on their face
4712,96431,hateful_memes/img/96431.png,0,when you found out your wife is cheating on you ya allah
5214,59130,hateful_memes/img/59130.png,0,joe biden fought side by side with racist robert bird to stop school desegregation! groper joe gave the eulogy at kkk leaders funeral..
3260,64087,hateful_memes/img/64087.png,0,"when you cousin gives you a christmas gift and its not a blowjob so, thanks for nothing. merry christmas"
5033,12597,hateful_memes/img/12597.png,0,he is proving you don't have to be poor to be trash
2572,62739,hateful_memes/img/62739.png,0,lmao laugh my ass off
10008,21064,hateful_memes/img/21064.png,0,"oh, i pissed you off? well suck it up buttercup i'm an asshole, it's what we do"
10833,26093,hateful_memes/img/26093.png,1,the nazis identified them by rolling coins down the street
622,38054,hateful_memes/img/38054.png,1,it's time we make peace with islam
1681,38047,hateful_memes/img/38047.png,0,"""stupid bitch"" is not a race"
8144,07319,hateful_memes/img/07319.png,0,"musslamic democrat, ilhan omar, has threatened members of congress. she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture"" share to say arrest her now!"
787,65734,hateful_memes/img/65734.png,1,"aye, tone! why would dey delouse 'em if dey was just gonna whack 'em?!"
3332,76348,hateful_memes/img/76348.png,1,i like my refugees like i like my pasta limp and floating in water
9894,94236,hateful_memes/img/94236.png,1,everyone jews why does the world hate us ?
6008,42105,hateful_memes/img/42105.png,1,white people scared to sit next to a muslim on a plane but then do shit like this
9326,43782,hateful_memes/img/43782.png,0,what happened in auschwitz is inhuman
10964,84793,hateful_memes/img/84793.png,1,when you got a warrant out for your arrest & you on the run.....
3280,47251,hateful_memes/img/47251.png,1,when i grow up i'm going to blow up
7481,05726,hateful_memes/img/05726.png,0,a stork might bring you a baby but a swallow never will
11431,63082,hateful_memes/img/63082.png,0,white trash meets actual trash
8488,16437,hateful_memes/img/16437.png,0,unnecessary life-vest ice cubes float
11339,53712,hateful_memes/img/53712.png,0,happy international sandwich maker's day from make aus grouse again
10839,38946,hateful_memes/img/38946.png,1,...and that's when i went downs on her
515,54108,hateful_memes/img/54108.png,1,does nike also sell stones in case they take it off?
6158,45180,hateful_memes/img/45180.png,0,"rep omar accuses trump of being 'bigoted' toward lgbt... do you agree with her, or is she out of her mind?"
478,49260,hateful_memes/img/49260.png,0,it's the goat humper looks like a bunch of pigs just walked over your grave
11740,64150,hateful_memes/img/64150.png,0,jesus died for us he is lord
6740,35964,hateful_memes/img/35964.png,0,has an interview.. ...shoots out truth
8573,80612,hateful_memes/img/80612.png,1,r.i.p trayvon martin
2647,26497,hateful_memes/img/26497.png,0,people will do shit like this but lock their door when someone sketchy walk by
10272,01972,hateful_memes/img/01972.png,0,you don't have a cat? this is your lucky day! i'm moving in!
6639,46973,hateful_memes/img/46973.png,1,grab your helmut its about to get retarded
9012,54679,hateful_memes/img/54679.png,0,feisch smeil
1033,84325,hateful_memes/img/84325.png,0,this circus clown should be eating crow!
7405,24738,hateful_memes/img/24738.png,0,i will fucking choke slam you with my dick
2598,41568,hateful_memes/img/41568.png,1,when she hits you with the super sloppy 2 handed mctwist while making eye contact and calling you daddy and you just go full autistic
6537,86325,hateful_memes/img/86325.png,0,nothing beats a cut of coffee in the morning
6191,61892,hateful_memes/img/61892.png,1,these people have to walk 20 miles a day for fresh water then why don't they move closer to the fucking water??
10528,60938,hateful_memes/img/60938.png,1,straight pride! becasue the human race will go extinct otherwise
6790,50341,hateful_memes/img/50341.png,0,when this happened at home i had no one i could tell
8490,30259,hateful_memes/img/30259.png,0,i'm not a pessimist i'm an optometrist
9529,05294,hateful_memes/img/05294.png,0,a little bird told me it is going to be a beautiful day. i ate it
344,46082,hateful_memes/img/46082.png,0,the future of the democratic party
5521,07269,hateful_memes/img/07269.png,0,this salad is so fresh it had to live with its aunty and uncle in bel air
6417,52748,hateful_memes/img/52748.png,0,about to explode l with pride now that his daughter can go to school
1871,31570,hateful_memes/img/31570.png,1,"busy, like a hive of bees, controlling what your family sees and edits all the news your hear so you'll know what to think and fear till all the truth there is, is gone that is unless you stand, en masse. """
2977,57029,hateful_memes/img/57029.png,0,"hey, i just met you, and this is crazy, this is my mad face so i might be angry"
7884,70254,hateful_memes/img/70254.png,0,is that ass a school ? b'cuz i want to shoot some kids in it !
3986,29764,hateful_memes/img/29764.png,0,fuckyeah! halfday!
12046,06829,hateful_memes/img/06829.png,0,best thing about her blowjob?... you know shes gonna swallow!!!
2888,35460,hateful_memes/img/35460.png,0,when someone tries to rape you but you rape him instead improvise. adapt. overcome
8423,24630,hateful_memes/img/24630.png,0,did you hear that ? smells right ? lmao
4623,62381,hateful_memes/img/62381.png,0,i am hungry let's eat a dog
4818,67254,hateful_memes/img/67254.png,0,xzhibit wearing new jewery
8455,57183,hateful_memes/img/57183.png,0,if you're a man and put your hands on a woman then you aren't a man
9247,92365,hateful_memes/img/92365.png,1,"her: i work with special needs children me, trying to impress her: i'm retarded"
220,06123,hateful_memes/img/06123.png,1,a group of men
11864,03618,hateful_memes/img/03618.png,0,did you know european colonialism began in the fifteenth century
8129,92167,hateful_memes/img/92167.png,0,i'm not saying it was aliens but it was aliens
7603,08423,hateful_memes/img/08423.png,0,true love is an emotion
10935,58613,hateful_memes/img/58613.png,1,muslims moved in... but theyre not moving out.
7261,08137,hateful_memes/img/08137.png,0,cannibalism
6436,91234,hateful_memes/img/91234.png,1,we'll kill you over some trivial shit then fucking mock your dying words
6923,29354,hateful_memes/img/29354.png,0,"during the holocaust, jewish bodies were treated like trash"
4016,58971,hateful_memes/img/58971.png,0,stop domestic abuse
8290,37254,hateful_memes/img/37254.png,0,who knew that this country is full of white trash
4248,46857,hateful_memes/img/46857.png,0,when people get added... when people real ize what kind of group this really is..
9590,07259,hateful_memes/img/07259.png,0,come here girl let me smell yo butt
11468,68491,hateful_memes/img/68491.png,0,you in public you in closed fb groups
8776,63207,hateful_memes/img/63207.png,0,a rare photo of obama's birth
10499,56891,hateful_memes/img/56891.png,1,"i don't always go to black peoples garage sales, but when i do, it's to get my stuff back"
5868,76458,hateful_memes/img/76458.png,0,this one time at camp someone had too much gas
6831,25731,hateful_memes/img/25731.png,0,when you die and go to heaven but now have to wait for your doggo to join you
1264,05864,hateful_memes/img/05864.png,0,trust me... ...they're re all terrorists
8651,09618,hateful_memes/img/09618.png,0,vitiligo is a disease that causes the loss of skin color
4241,23450,hateful_memes/img/23450.png,0,i'm beautiful!
5650,79850,hateful_memes/img/79850.png,0,it's called a joke we used to tell them before people became offended by everything.
6669,58640,hateful_memes/img/58640.png,0,say cheese! photobomb
11391,42869,hateful_memes/img/42869.png,0,hitler was insane
11971,09256,hateful_memes/img/09256.png,0,stop saying my religion is violent.. i will be very sad
11505,67284,hateful_memes/img/67284.png,0,welcome to life you never know when it will fuck you
7422,51608,hateful_memes/img/51608.png,0,winnie the pooh is a disney classic
8698,52631,hateful_memes/img/52631.png,1,fuck israhell and fuck the usa!!! 136 countries are on the side of palestine!!!
2881,36048,hateful_memes/img/36048.png,1,this would be racist if black people could read
1677,54206,hateful_memes/img/54206.png,0,you can smell disgust and hate from this photo
8621,82914,hateful_memes/img/82914.png,0,you should vote for me because i do not suck! we already knew that!
6925,74268,hateful_memes/img/74268.png,1,trump supporters be like fucking mexicans
901,42589,hateful_memes/img/42589.png,1,had to load these by hand today felt like a syrian guy looking for his wife
9575,41650,hateful_memes/img/41650.png,0,what's burning?
2296,05269,hateful_memes/img/05269.png,0,been talking shit about trump since day one. now crying like bitches after getting called out
3402,51964,hateful_memes/img/51964.png,1,if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you
6618,74625,hateful_memes/img/74625.png,1,behind every screaming goat is a muslim with his pants down
296,72168,hateful_memes/img/72168.png,1,upper downer
11009,37890,hateful_memes/img/37890.png,1,how to fix a noisy dishwasher
4153,36014,hateful_memes/img/36014.png,0,official white house holiday ornaments
10180,79045,hateful_memes/img/79045.png,1,"i love anal, but my sister hates it"
6926,68745,hateful_memes/img/68745.png,1,i'm a gnigger and you've been robbed
27,21763,hateful_memes/img/21763.png,0,instead of wiping away your tears wipe away the people who created them yup lol
11354,49602,hateful_memes/img/49602.png,0,the best thing about my lot. looks good to me!
9282,82609,hateful_memes/img/82609.png,1,good morning gamers let's go kill some trannies
3829,98756,hateful_memes/img/98756.png,1,this dude wants to use the same restroom as your daughter liberals call you a bigot if you object
6244,78192,hateful_memes/img/78192.png,1,"i just got out of church.. just kidding, i'm not that fucking retarded."
8685,65981,hateful_memes/img/65981.png,1,ok nigger
3248,46870,hateful_memes/img/46870.png,1,*violently hitting your favorite punching bag* the other $20 crack whore
6399,50823,hateful_memes/img/50823.png,0,if this makes you a citizen does this make him family?
9921,76321,hateful_memes/img/76321.png,0,in my country i am forced to keep my mouth shut. here i'm free to talk trash about this country in hopes it changes into a country where i'm forced to keep my mouth shut
8165,41379,hateful_memes/img/41379.png,0,how you look when youre black and you celebrate the 4th of july
2580,34920,hateful_memes/img/34920.png,1,the smell of not wearing deoderant
6954,49316,hateful_memes/img/49316.png,1,whenever you feel stupid remember hindus wash themselves and purifies their souls the river is the 5th most polluted river in the wolrd
9319,27648,hateful_memes/img/27648.png,0,when you finally graduate in a school in the usa
8521,97301,hateful_memes/img/97301.png,0,will you hurry up and hunt some food we have to feed this starving child
1370,02649,hateful_memes/img/02649.png,0,and that was the last nativity play my son was invited to take part in
12360,59268,hateful_memes/img/59268.png,0,if i had a gone i could convert this fruit to vegetable
12204,89657,hateful_memes/img/89657.png,0,then he said i couldn't come to the barbecue because i always burn the franks
8671,80156,hateful_memes/img/80156.png,1,we can kill as many as we want and your stupid government keeps bringing us in
5551,49682,hateful_memes/img/49682.png,0,muslim men :thinking about jannah
10452,87253,hateful_memes/img/87253.png,1,all muslims are a danger to us citizens! except the rich ones of course
5254,76243,hateful_memes/img/76243.png,1,how to break up a blacklivesmatter protest! are you my dad
681,17596,hateful_memes/img/17596.png,0,former first lady started a book tour
12307,51409,hateful_memes/img/51409.png,0,i could have annihilated all of them so you will know why i was killing them but i left some of them alive
4775,41067,hateful_memes/img/41067.png,1,"men are like dogs, we are excited to see you and have no idea why you are mad"
5422,79652,hateful_memes/img/79652.png,0,when you start fingering yourself but your sister cums instead
3159,05917,hateful_memes/img/05917.png,1,stephen hawking reincarnated as a chair
9112,56827,hateful_memes/img/56827.png,0,do i need to show you im a citizen
2987,93671,hateful_memes/img/93671.png,0,no. no man. shit no man. i believe you get your ass kicked saying some sumthin like that man
4908,98307,hateful_memes/img/98307.png,1,how to pick chicks in auschwitz
1882,42631,hateful_memes/img/42631.png,1,i believe they are like racism just shouldn't exist
10912,50863,hateful_memes/img/50863.png,1,myth: gingers don't have souls  fact: gingers earn a freckle for everey soul they steal
8970,06597,hateful_memes/img/06597.png,0,we're all here cause we ain't all there
1940,30927,hateful_memes/img/30927.png,0,doesnt let anything stop her have a great day
3296,95067,hateful_memes/img/95067.png,0,"""scientists have discovered that they have a lot of intelligent dna unfortunately most of them spit it out"""
3534,68901,hateful_memes/img/68901.png,0,little girl holding her new adopted brother for the first time
6918,67948,hateful_memes/img/67948.png,1,that's black people for you what did you expect?
3729,54708,hateful_memes/img/54708.png,0,when the booze kicks in and you start putting out the vibes
490,18059,hateful_memes/img/18059.png,1,"they are like sperm you get millions, but only one works"
10082,53084,hateful_memes/img/53084.png,0,nein shits given
1181,81752,hateful_memes/img/81752.png,0,me: i promise i won't get caught up in my stories me 3 drinks later: and there was ghost!
1375,65078,hateful_memes/img/65078.png,1,didn't get bought today success!
5014,08719,hateful_memes/img/08719.png,0,why do white people smell like bologna?
8214,79834,hateful_memes/img/79834.png,1,when muslims attack be prepared to fight back
7200,90263,hateful_memes/img/90263.png,0,something went... 1947 2017 terribly wrong
626,95723,hateful_memes/img/95723.png,1,once we are done destroying our country we'll move to yours!
4758,87401,hateful_memes/img/87401.png,0,brett kavanaugh grabbed my penis
11381,02138,hateful_memes/img/02138.png,0,it's monday!!! nooooo!
2112,87594,hateful_memes/img/87594.png,0,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!"
8655,62097,hateful_memes/img/62097.png,0,walking with my homies
9598,48012,hateful_memes/img/48012.png,0,"when you're doing introductions on the first day of class and your teacher makes you say 3 things about yourself an arm like a damn rocket, a cock like a burmese python and the mind of a fucking scientist"
6414,16032,hateful_memes/img/16032.png,0,michelle obama sighted sun bathing in afghanistan
1767,83045,hateful_memes/img/83045.png,1,"so much trash, we need a garbage collector"
9271,52483,hateful_memes/img/52483.png,1,when an indian rapes 3 tourists from 3 different countries mr. worldwide
4180,85901,hateful_memes/img/85901.png,0,woman painted herself for art project
9488,98276,hateful_memes/img/98276.png,1,the first annual mohammed-a-thon
6568,46279,hateful_memes/img/46279.png,0,this abuse is not ok
1462,49176,hateful_memes/img/49176.png,1,"if fear of divine judgement is the only thing keeping you ""moral"" at best, you're just a dangerous psychopath on a leash"
6379,09321,hateful_memes/img/09321.png,0,glad of growing up with this not this
2887,57164,hateful_memes/img/57164.png,1,i don't think abortion is wrong if i was raped i wouldn't won't some black baby in me either
9248,10853,hateful_memes/img/10853.png,0,that look when you want to speak to the manager
684,32907,hateful_memes/img/32907.png,0,organic vegetable
4539,45289,hateful_memes/img/45289.png,0,has orgasm shoots tranny fluid
4514,16935,hateful_memes/img/16935.png,0,the perfect bag doesnt exi--
9635,52947,hateful_memes/img/52947.png,1,lost african tribe
9856,41268,hateful_memes/img/41268.png,0,help refugees
1366,13792,hateful_memes/img/13792.png,0,when daddy takes away your small loan so that you can't build a wall
3916,53827,hateful_memes/img/53827.png,0,i don't want to get attached to anyone anymore... it only destroys me in the end
12293,61385,hateful_memes/img/61385.png,0,mmm what's cooking
2639,12349,hateful_memes/img/12349.png,1,a muslim in congress wants to get rid of homeland security let that sink in! 18 years after 9/11 and this is where we are at?
11860,20941,hateful_memes/img/20941.png,0,congratulations no more sleep
5602,54016,hateful_memes/img/54016.png,0,"i'm getting too old for fighting and arguing if we have a problem, i'll tell you whats up either we fix it and move on or stop fucking with each other and move on fuck all thatextra shit"
11311,01567,hateful_memes/img/01567.png,0,hitler was an evil man
5729,46925,hateful_memes/img/46925.png,0,when you find out there's an opening for the role of chewbacca
5730,58679,hateful_memes/img/58679.png,0,it's called fuck off and it's located over there
7915,21387,hateful_memes/img/21387.png,0,happy birthday the mexicans will pay for your birthday cake
8668,18759,hateful_memes/img/18759.png,1,4th of july when white people celebrate killing each other over land that wasnt theirs
2300,06458,hateful_memes/img/06458.png,0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?"
4787,43615,hateful_memes/img/43615.png,0,i don't want no windmill blowin no cancer on me
2938,07124,hateful_memes/img/07124.png,0,how to wink at a muslim
5659,39408,hateful_memes/img/39408.png,1,"""you are allowed to drive?"" no, i took a magic carpet ride here"
8565,94563,hateful_memes/img/94563.png,1,trump's transgender military ban is the best thing ever share if you agree
10851,59420,hateful_memes/img/59420.png,1,muslim playboy latest edition
7917,03896,hateful_memes/img/03896.png,1,"let me salute to hitler the great he said ""i would have killed all the jews of the world, but i kept some to show the world why i killed them"""
1979,20861,hateful_memes/img/20861.png,1,pretty much sums up islam
5979,03472,hateful_memes/img/03472.png,1,"pet niguana for sale!! come with food dish, a few toys, and a screen lid so it can't get out $300 obo"
3803,03124,hateful_memes/img/03124.png,1,muhammed fixing his calculator
4534,95687,hateful_memes/img/95687.png,1,the muslim on the front door be like: no full auto in buildings
8764,26750,hateful_memes/img/26750.png,0,on my way to the maury show for the 8th time
7197,10962,hateful_memes/img/10962.png,0,nothing beats a good old sultry stare down
6835,34152,hateful_memes/img/34152.png,1,how can this be allowed a free home and benefits? when this man was allowed to die on the streets after serving this country
11195,63198,hateful_memes/img/63198.png,1,this guy just friended and unfriended me 45 times in 15 seconds anyone know him??
7472,17453,hateful_memes/img/17453.png,1,"you send us to the middle east to fight, suffer & die; then, turn & invite these scumbags into usa what kind of stupid are you?"
9402,47825,hateful_memes/img/47825.png,0,your pug is cute as hell that's my son
4800,94108,hateful_memes/img/94108.png,0,the mighty liberal army ready to fight for socialism
2280,43617,hateful_memes/img/43617.png,0,this chick can't stand fishing
7007,07354,hateful_memes/img/07354.png,0,is there anything more beautiful than the islamic call to prayer?
10767,30624,hateful_memes/img/30624.png,1,"mohamed, i'm pregnant"
4469,18940,hateful_memes/img/18940.png,1,when you post a dishwasher meme and trigger the feminists.
5133,12093,hateful_memes/img/12093.png,0,"if you see me in public looking a hot mess, just know; my bills are paid, my children have food, & i ain't trying to impress you"
8806,13289,hateful_memes/img/13289.png,0,i came to fuck bitches and learn rocket science
998,01359,hateful_memes/img/01359.png,0,area 51 naruto runners naruto runners let me iiiiiiiiiiiiin! let me in
4130,19426,hateful_memes/img/19426.png,0,omg the middle east has ninjas too!!
5266,82043,hateful_memes/img/82043.png,0,"how dare you criticize me, a woman of color"
8972,73518,hateful_memes/img/73518.png,1,"north korean operatives infiltrating the ""storm area 51"" group: how do you do, fellow american pigs"
12298,95413,hateful_memes/img/95413.png,0,"ideology kills a dozen ""infidels"""
1784,27384,hateful_memes/img/27384.png,0,that face you make when you're a bully and just got beat up by a girl
3182,39640,hateful_memes/img/39640.png,0,michael you can afford it
10861,65107,hateful_memes/img/65107.png,1,dammit the dishwasher's broken again
494,92046,hateful_memes/img/92046.png,0,they are terrorists anyone who doesn't agree is an idiot
7038,98124,hateful_memes/img/98124.png,1,large big mac no ice
9731,37980,hateful_memes/img/37980.png,1,you can be any gender you want if you are mentally ill
7930,47938,hateful_memes/img/47938.png,0,how long for the mot on the vw dave? just doing the emissions...
2860,64513,hateful_memes/img/64513.png,0,yo dawg i heard you loved chinese food so i ordered take out
2038,09863,hateful_memes/img/09863.png,0,diverse group of women
4041,41086,hateful_memes/img/41086.png,1,when you're feeling horny asf but your habibi is on periods let's try a ____ goat
9613,78239,hateful_memes/img/78239.png,0,now thats a picture of a brave individual
2897,51092,hateful_memes/img/51092.png,0,how do you make a 4 yr old cry twice? wipe your bloody cock off on their teddy bear
366,13750,hateful_memes/img/13750.png,0,wouldn't be the last time those people used the oven this way
849,85420,hateful_memes/img/85420.png,0,after the shower i will visit the local zoo
8193,24519,hateful_memes/img/24519.png,0,marital status?? in a relationsheep.
11502,93162,hateful_memes/img/93162.png,0,jewish travel trailer
8324,09657,hateful_memes/img/09657.png,0,"and then trump said i'm, like, a really smart person"
7251,52698,hateful_memes/img/52698.png,0,bruce jenner caitlyn jenner
2653,97542,hateful_memes/img/97542.png,0,meanwhile at the isis strip club
3503,34021,hateful_memes/img/34021.png,1,"i put the ""ape"" in rape"
8637,67498,hateful_memes/img/67498.png,0,biggest mistake in american history
6095,27986,hateful_memes/img/27986.png,0,even i can see you're a cunt
1541,46971,hateful_memes/img/46971.png,1,bravery at its finest
6569,79406,hateful_memes/img/79406.png,0,what do you get when you see bill cosby in double vision raped
11108,03692,hateful_memes/img/03692.png,1,if it fits it ships
322,53418,hateful_memes/img/53418.png,0,a real man loads the dishwasher every night
2031,16704,hateful_memes/img/16704.png,0,"last summer camp was so ""lit"""
5089,70296,hateful_memes/img/70296.png,0,tell us again how bad obama and hillary are while that which-hunt lands everyone in jail
11079,62143,hateful_memes/img/62143.png,1,"you call that a killing, ahmed? this is a killing!"
813,29547,hateful_memes/img/29547.png,1,the evolution of man
2528,14695,hateful_memes/img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years
11751,45082,hateful_memes/img/45082.png,0,look dude it's my friend marco
7049,18946,hateful_memes/img/18946.png,0,officer down
6375,45179,hateful_memes/img/45179.png,0,congratulations it's a boy
6280,87053,hateful_memes/img/87053.png,0,@ unhumanrights
11525,10836,hateful_memes/img/10836.png,0,me and the bois about to bust a human trafficking
10679,79142,hateful_memes/img/79142.png,1,prospecting when you don't do it you end up ted in clubs that are all wrong for you
5274,20968,hateful_memes/img/20968.png,1,all men are dogs.. so which breed is your dad?
1079,05389,hateful_memes/img/05389.png,0,this pizza is so disgusting if you take it to italv you'll get arrested
2226,21853,hateful_memes/img/21853.png,0,pure american muscle
9787,67328,hateful_memes/img/67328.png,0,happy president's day mr. president!
12296,38120,hateful_memes/img/38120.png,0,they're just like eggs better when beaten well
3515,86254,hateful_memes/img/86254.png,0,everybody was kung fu fighting
2705,40291,hateful_memes/img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died"
9377,98271,hateful_memes/img/98271.png,1,"this is how a snake's mouth looks from the inside, i think everything is clear now"
9023,95021,hateful_memes/img/95021.png,0,its ok to have both of these raised and still live in harmony
1164,15489,hateful_memes/img/15489.png,1,rice cooker now versus in 1945
3261,31450,hateful_memes/img/31450.png,0,a local market
6684,84076,hateful_memes/img/84076.png,0,when you're lonely and have no one to pull the anal beads out for you
12254,97582,hateful_memes/img/97582.png,0,"the woman you met who admits she's wrong, apologizes and changes her ways"
1450,54098,hateful_memes/img/54098.png,0,when mom asks where all the jews went
6126,69752,hateful_memes/img/69752.png,0,it's almost the weekend!
4229,41325,hateful_memes/img/41325.png,0,i suppose a sandwich is out of the question
8404,58361,hateful_memes/img/58361.png,1,there are only two genders: male female
3862,69842,hateful_memes/img/69842.png,0,meanwhile at the isis strip club
2936,49128,hateful_memes/img/49128.png,0,have you ever tired ethiopian food? they say its delicious
